_c0,title,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance,Short
927,Action in Arabia,1944,72,null,6.2,36,4.5,0,4.5,4.5,14.5,34.5,24.5,4.5,4.5,4.5,,0,0,0,1,0,0,0
928,Action in the North Atlantic,1943,126,null,6.8,362,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,4.5,4.5,,0,0,0,1,0,1,0
929,Action of the Tiger,1957,93,null,4.9,65,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,4.5,,1,0,0,1,0,0,0
930,Action: The October Crisis of 1970,1974,87,null,8.6,24,0,4.5,0,0,0,4.5,4.5,24.5,24.5,24.5,,0,0,0,0,1,0,0
931,Active Stealth,1999,99,null,3,146,34.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0,0
932,Acto de Primavera,1963,94,null,5.1,17,0,14.5,4.5,14.5,0,4.5,4.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
933,Actor's and Sin,1952,82,null,5.8,27,0,0,4.5,4.5,24.5,34.5,14.5,4.5,4.5,4.5,,0,0,1,1,0,0,0
934,Actors Anonymous: The Truth Behind the Dream,2003,60,30000,3.2,8,45.5,14.5,0,0,0,0,14.5,0,0,24.5,,0,0,0,0,1,0,0
935,"Actors, The",2003,91,null,5.6,211,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,4.5,14.5,R,0,0,1,0,0,0,0
936,"Actress, The",1953,90,null,6.6,119,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,,0,0,1,1,0,0,0
937,Actrius,1997,90,null,5.8,37,0,0,0,4.5,14.5,14.5,24.5,24.5,4.5,4.5,,0,0,0,0,0,0,0
938,Acts of Betrayal,1997,90,3000000,4.6,94,4.5,14.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,,1,0,0,0,0,0,0
939,Acts of Worship,2001,94,null,6.2,43,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,R,0,0,0,1,0,0,0
940,Ad Fundum,1993,98,null,6.1,187,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0,0
941,"Ad and the Ego, The",1997,57,null,4.4,16,14.5,0,0,0,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,0,0,1,0,0
942,Ad ogni costo,1967,114,null,6.5,102,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,,0,0,0,0,0,0,0
943,Ad ovest di Paperino,1982,102,null,7.2,38,0,0,0,4.5,4.5,14.5,34.5,14.5,24.5,14.5,,0,0,1,0,0,0,0
944,Ada,1961,109,null,6.6,121,4.5,4.5,0,4.5,4.5,24.5,24.5,34.5,4.5,4.5,,0,0,0,1,0,0,0
945,Ada apa dengan cinta?,2002,112,null,7.1,151,4.5,4.5,4.5,4.5,4.5,4.5,14.5,34.5,4.5,14.5,,0,0,0,1,0,1,0
946,Adada,1987,118,null,7.1,14,4.5,0,4.5,0,4.5,4.5,24.5,24.5,4.5,24.5,,0,0,0,1,0,0,0
947,Adagio,2000,7,null,6.9,7,0,0,0,0,14.5,0,24.5,0,14.5,44.5,,0,1,0,1,0,0,1
948,Adam,1991,6,null,6.8,142,0,4.5,0,4.5,4.5,24.5,14.5,24.5,14.5,14.5,,0,1,0,0,0,0,1
949,Adam,1997,4,null,7,6,0,0,0,14.5,0,0,34.5,34.5,14.5,0,,0,1,0,0,0,0,1
950,Adam & Eva,1997,104,null,6.6,633,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,1,1,0,1,0
951,Adam & Eva,2003,99,null,6.6,89,4.5,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,,0,0,1,0,0,1,0
952,Adam & Evil,2004,90,null,3.4,81,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,0,14.5,R,0,0,0,0,0,0,0
953,Adam & Paul,2004,83,null,6.8,96,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,,0,0,1,1,0,0,0
954,Adam Had Four Sons,1941,81,488000,6.2,76,4.5,0,0,4.5,14.5,24.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,1,0
955,Adam and Evelyne,1949,70,null,5.8,37,0,0,0,14.5,14.5,44.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,0,0
956,Adam and Evil,1927,70,null,1.8,5,64.5,24.5,0,24.5,0,0,0,0,0,0,,0,0,1,0,0,0,0
957,Adam at 6 A.M.,1970,100,null,5.8,61,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0,0
958,Adam barfi,1995,106,null,6.1,30,4.5,4.5,4.5,0,14.5,4.5,14.5,14.5,14.5,24.5,,0,0,1,1,0,0,0
959,Adam og Eva,1953,96,null,7.2,9,0,0,0,0,0,34.5,14.5,24.5,24.5,14.5,,0,0,0,0,0,0,0
960,Adam's Rib,1949,101,null,7.6,3282,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,1,0,0,1,0
961,Adam's Woman,1970,116,null,5.8,49,0,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0,0
962,Adamah,1947,48,null,9.4,7,0,0,0,0,0,14.5,0,0,0,84.5,,0,0,0,0,1,0,0
963,"Adamo ed Eva, la prima storia d'amore",1983,91,null,2.5,11,24.5,0,4.5,4.5,4.5,14.5,4.5,0,0,14.5,,0,0,0,0,0,1,0
964,Adamski,1994,89,null,7.2,9,0,0,14.5,0,14.5,14.5,0,44.5,14.5,14.5,,0,0,1,0,0,1,0
965,Adamsson i Sverige,1966,79,null,4.5,6,14.5,0,34.5,0,0,45.5,0,0,0,0,,0,0,1,0,0,0,0
966,Adaptation.,2002,114,19000000,7.9,25140,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,1,1,0,0,0
967,Adaptatziya,1981,165,null,9.6,27,0,0,0,0,4.5,0,4.5,4.5,14.5,64.5,,0,0,0,0,0,0,0
968,Addams Family Values,1993,94,null,6.1,7756,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
969,"Addams Family, The",1991,99,38000000,6.4,11549,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0,0
970,Addicted to Love,1988,87,null,5.8,5,0,0,0,24.5,24.5,64.5,0,0,0,0,,0,0,0,0,0,0,0
971,Addicted to Love,1997,100,null,6,5445,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,1,0
972,Addicted to Murder: Tainted Blood,1998,74,null,4.5,22,24.5,14.5,0,4.5,0,14.5,4.5,0,0,24.5,,0,0,0,0,0,0,0
973,Addiction,2003,115,null,6.9,14,14.5,0,0,0,0,4.5,24.5,24.5,24.5,4.5,,0,0,0,0,0,0,0
974,"Addiction, The",1995,82,null,5.8,1425,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,1,0,0,0
975,"Adding Machine, The",1969,100,null,5.6,45,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,,0,0,1,1,0,0,0
976,Addio Kira!,1942,95,null,7.8,11,0,0,0,0,4.5,0,0,4.5,14.5,64.5,,0,0,0,0,0,0,0
977,Addio ultimo uomo,1978,91,null,5.9,8,0,0,14.5,0,14.5,14.5,14.5,14.5,0,34.5,,0,0,0,0,1,0,0
978,Addio zio Tom,1971,103,null,5.8,91,4.5,4.5,4.5,4.5,14.5,4.5,14.5,4.5,14.5,34.5,,0,0,0,1,0,0,0
979,"Addio, fratello crudele",1971,91,null,5.2,33,0,4.5,0,14.5,4.5,14.5,14.5,14.5,4.5,24.5,,0,0,0,1,0,0,0
980,"Addition, L'",1984,85,null,6,35,0,4.5,0,4.5,14.5,34.5,24.5,4.5,4.5,0,,0,0,0,1,0,0,0
981,Address Unknown,1944,75,null,6.2,12,0,4.5,0,4.5,14.5,4.5,24.5,0,0,34.5,,0,0,0,1,0,0,0
982,Address Unknown,1997,92,null,4.9,80,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,PG,0,0,0,0,0,0,0
983,Adebar,1957,2,null,7.8,5,0,0,0,0,24.5,24.5,0,24.5,0,44.5,,0,0,0,0,0,0,1
984,Adela,1987,88,null,2.9,5,0,84.5,0,24.5,0,0,0,0,0,0,,0,0,0,0,0,0,0
985,Adela,2000,103,null,6.4,5,0,24.5,0,0,0,0,44.5,44.5,0,0,,0,0,0,0,0,0,0
986,Adelbert,1977,32,null,5.3,13,0,0,14.5,0,0,0,24.5,14.5,14.5,34.5,,0,0,0,1,0,0,0
987,Adelfos Anna,1963,105,null,7.8,6,0,0,0,0,0,14.5,14.5,45.5,0,14.5,,0,0,0,0,0,0,0
988,Adelheid,1969,99,null,6.1,32,0,0,0,4.5,4.5,14.5,14.5,14.5,4.5,34.5,,0,0,0,0,0,0,0
989,Ademloos,1982,90,null,6.4,14,0,0,0,4.5,4.5,44.5,24.5,14.5,0,0,,0,0,0,0,0,0,0
990,Adeus Princesa,1994,93,null,6.7,13,4.5,0,0,4.5,4.5,14.5,34.5,4.5,0,24.5,,0,0,0,1,0,0,0
991,"Adeus, Pai",1996,85,null,6.3,77,4.5,4.5,0,4.5,4.5,4.5,14.5,34.5,4.5,14.5,,0,0,0,1,0,0,0
992,Adi Shankaracharya,1983,130,null,6.6,16,0,4.5,0,0,0,0,14.5,4.5,14.5,64.5,,0,0,0,1,0,0,0
993,Adi Vasfiye,1985,90,null,6.9,33,4.5,0,0,4.5,14.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,1,0,0,0
994,Adieu,2003,124,null,8,17,0,4.5,0,4.5,4.5,4.5,4.5,34.5,24.5,4.5,,0,0,0,0,0,0,0
995,Adieu Babylone,2001,91,null,5.2,49,4.5,0,14.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0,0
996,Adieu Bonaparte,1985,115,null,6.4,27,4.5,0,0,0,14.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0,0
997,Adieu Philippine,1962,106,null,7.7,39,0,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,44.5,,0,0,0,1,0,0,0
998,Adieu blaireau,1985,94,null,5.6,11,4.5,14.5,4.5,14.5,0,0,14.5,0,0,24.5,,0,0,0,0,0,0,0
999,Adieu je t'aime,1988,92,null,3.7,7,0,14.5,14.5,14.5,14.5,14.5,0,14.5,14.5,0,,0,0,0,0,0,0,0
1000,Adieu l'ami,1968,115,null,6,169,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,,1,0,0,0,0,0,0
